"jahr","Dauersiedelungsraum","Versiegelt","Fläche","gemeinde","gkz","Versiegelt_percapita"
"2009",50944724,2470939.8,76468283,"Gnas","62380",392
"2010",50980381,2495482.25,76466565,"Gnas","62380",396
"2011",51084279,2841168,76636976,"Gnas","62380",453
"2012",51152026,3282865.7,76723668,"Gnas","62380",528
"2013",51140350,3285277.65,76715410,"Gnas","62380",533
"2014",51122237,3305423.1,76716107,"Gnas","62380",543
"2015",54334377,3517051.75,81383744,"Gnas","62380",578
"2016",54252838,3566342.5,81377375,"Gnas","62380",589
"2002",24622867,828916.6,38970615,"Kirchbach-Zerlach","62381",246
"2003",24628445,858389.7,38971666,"Kirchbach-Zerlach","62381",253
"2004",24572953,1070792.6,39013932,"Kirchbach-Zerlach","62381",315
"2005",24571549,1073499.15,39014920,"Kirchbach-Zerlach","62381",317
"2006",24579166,1079271.15,39013639,"Kirchbach-Zerlach","62381",318
"2007",24571710,1079306.4,39015894,"Kirchbach-Zerlach","62381",317
"2008",24577631,1089675.15,39016127,"Kirchbach-Zerlach","62381",323
"2009",24575798,1095142.55,39014882,"Kirchbach-Zerlach","62381",327
"2010",24585365,1118882.85,39015153,"Kirchbach-Zerlach","62381",337
"2011",24601118,1125557.6,39021402,"Kirchbach-Zerlach","62381",342
"2012",24595440,1191702.55,39044916,"Kirchbach-Zerlach","62381",365
"2013",24598352,1194350.75,39050906,"Kirchbach-Zerlach","62381",371
"2014",24597003,1194647,39049882,"Kirchbach-Zerlach","62381",370
"2015",24597039,1196410,39045692,"Kirchbach-Zerlach","62381",370
"2016",24628131,1204115.9,39049816,"Kirchbach-Zerlach","62381",368
"2002",27359006,1237652.2,41524723,"Kirchberg an der Raab","62382",294
"2003",27347259,1239881.2,41512976,"Kirchberg an der Raab","62382",294
"2004",27208393,1456257.45,41508393,"Kirchberg an der Raab","62382",342
"2005",27221320,1449415.45,41511547,"Kirchberg an der Raab","62382",342
"2006",27246631,1460326.35,41524459,"Kirchberg an der Raab","62382",342
"2007",27244722,1459730.8,41521594,"Kirchberg an der Raab","62382",344
"2008",27233867,1478179.2,41523825,"Kirchberg an der Raab","62382",347
"2009",27220816,1502881.25,41521911,"Kirchberg an der Raab","62382",350
"2010",27198124,1521997.3,41524082,"Kirchberg an der Raab","62382",350
"2011",27193187,1582355.7,41500818,"Kirchberg an der Raab","62382",367
"2012",27162342,1722369.3,41501150,"Kirchberg an der Raab","62382",399
"2013",27162848,1729123.9,41499092,"Kirchberg an der Raab","62382",398
"2014",27109262,1747214.8,41509514,"Kirchberg an der Raab","62382",397
"2015",28730370,1823681.8,43782142,"Kirchberg an der Raab","62382",413
"2016",28786525,1833304.5,43788777,"Kirchberg an der Raab","62382",416
"2002",25854738,1227460.5,38614323,"Mureck","62383",319
"2003",25819496,1306111.95,38616820,"Mureck","62383",339
"2004",25745643,1485830,38602376,"Mureck","62383",390
"2005",25729776,1642139.7,38599736,"Mureck","62383",437
"2006",25750120,1652289.05,38602223,"Mureck","62383",443
"2007",25733500,1657210.2,38602356,"Mureck","62383",447
"2008",25733732,1658523.05,38602588,"Mureck","62383",447
"2009",25701188,1704690.5,38648562,"Mureck","62383",463
"2010",25719036,1752528.55,38700447,"Mureck","62383",479
"2011",25701928,1752825.4,38682833,"Mureck","62383",481
"2012",25708104,1829019.1,38684021,"Mureck","62383",504
"2013",25720233,1833301.4,38683956,"Mureck","62383",510
"2014",25524187,1831342.5,38681727,"Mureck","62383",511
"2015",25525582,1831686.75,38683389,"Mureck","62383",512
"2016",25519305,1841467.85,38681668,"Mureck","62383",516
"2002",19664521,857789.6,29291272,"Paldau","62384",277
"2003",19616621,952758.1,29295657,"Paldau","62384",310
"2004",19614158,954821.6,29293194,"Paldau","62384",309
"2005",19601153,961395.9,29279137,"Paldau","62384",312
"2006",19600930,952614.55,29276904,"Paldau","62384",310
"2007",19645345,1055519.2,29352752,"Paldau","62384",344
"2008",19649481,1037760.7,29352839,"Paldau","62384",335
"2009",19630919,989437.4,29340222,"Paldau","62384",319
"2010",19630293,992041.65,29342534,"Paldau","62384",318
"2011",19641068,1010604,29352417,"Paldau","62384",323
"2012",19657725,1081038.5,29349696,"Paldau","62384",345
"2013",19652981,1086749.6,29338974,"Paldau","62384",350
"2014",19661484,1100550.2,29341062,"Paldau","62384",353
"2015",25612736,1399986.55,39127847,"Paldau","62384",454
"2016",25623082,1433167,39122621,"Paldau","62384",466
"2002",19910259,697581.95,31460206,"Pirching am Traubenberg","62385",290
"2003",19955952,859021.35,31509289,"Pirching am Traubenberg","62385",348
"2004",19897013,938492.8,31517361,"Pirching am Traubenberg","62385",381
"2005",19910001,919362.2,31504544,"Pirching am Traubenberg","62385",367
"2006",19942384,920508.8,31504968,"Pirching am Traubenberg","62385",364
"2007",19949965,935683.95,31502961,"Pirching am Traubenberg","62385",367
"2008",19964081,947966.95,31507686,"Pirching am Traubenberg","62385",369
"2009",19963711,952066.05,31506003,"Pirching am Traubenberg","62385",366
"2010",19921705,960273.8,31502430,"Pirching am Traubenberg","62385",368
"2011",19920384,975368.65,31499968,"Pirching am Traubenberg","62385",374
"2012",19932816,1054623.1,31504231,"Pirching am Traubenberg","62385",400
"2013",19921514,1055128.1,31501530,"Pirching am Traubenberg","62385",402
"2014",19932433,1055203.65,31500227,"Pirching am Traubenberg","62385",407
"2015",19934530,1058621.1,31501543,"Pirching am Traubenberg","62385",408
"2016",19921432,1060593.15,31500777,"Pirching am Traubenberg","62385",411
"2002",46295725,1842519.45,71118135,"Riegersburg","62386",351
"2003",46119727,1902646.95,71119302,"Riegersburg","62386",362
"2004",45978982,1976320.15,71113839,"Riegersburg","62386",376
"2005",45978510,2022354.25,71119139,"Riegersburg","62386",383
"2006",45966411,2028194.85,71114283,"Riegersburg","62386",385
"2007",45988497,2043774.85,71115320,"Riegersburg","62386",391
"2008",45986081,2058145.5,71119340,"Riegersburg","62386",397
"2009",45997794,2195499.75,71168684,"Riegersburg","62386",426
"2010",45992239,2221645.75,71170299,"Riegersburg","62386",433
"2011",45954130,2352071.65,71165737,"Riegersburg","62386",461
"2012",45848512,2621463.75,71100928,"Riegersburg","62386",521
"2013",45961169,2740512.75,71276851,"Riegersburg","62386",553
"2014",45929535,2798294.1,71276990,"Riegersburg","62386",566
"2015",45880150,2841218.25,71271271,"Riegersburg","62386",577
"2016",45768816,2855640.4,71200083,"Riegersburg","62386",577
"2002",21739109,706492.55,32634009,"Sankt Anna am Aigen","62387",274
"2003",21820946,783839.15,32640652,"Sankt Anna am Aigen","62387",308
"2004",21216449,925175.95,32614309,"Sankt Anna am Aigen","62387",367
"2005",21323590,946930.8,32615431,"Sankt Anna am Aigen","62387",378
"2006",21300684,948256.1,32613322,"Sankt Anna am Aigen","62387",381
"2007",21256813,964974.6,32606670,"Sankt Anna am Aigen","62387",388
"2008",21248219,967276.95,32614005,"Sankt Anna am Aigen","62387",392
"2009",21252914,971039.6,32616901,"Sankt Anna am Aigen","62387",390
"2010",21263557,976203.45,32628109,"Sankt Anna am Aigen","62387",396
"2011",21273696,982869.25,32645337,"Sankt Anna am Aigen","62387",403
"2012",21290903,1330534.65,32647485,"Sankt Anna am Aigen","62387",555
"2013",21289190,1331232.75,32645397,"Sankt Anna am Aigen","62387",561
"2014",21273823,1334119.55,32645719,"Sankt Anna am Aigen","62387",564
"2015",21278085,1337345.1,32648561,"Sankt Anna am Aigen","62387",564
"2016",21281856,1337612.8,32653097,"Sankt Anna am Aigen","62387",568
"2002",28284286,1182093.95,48326291,"Sankt Peter am Ottersbach","62388",365
"2003",28167044,1293411.55,48330471,"Sankt Peter am Ottersbach","62388",404
"2004",28090407,1354752.7,48329467,"Sankt Peter am Ottersbach","62388",425
"2005",28084123,1368886.05,48325563,"Sankt Peter am Ottersbach","62388",429
"2006",28092760,1378594.75,48328225,"Sankt Peter am Ottersbach","62388",438
"2007",28098001,1385213.65,48329750,"Sankt Peter am Ottersbach","62388",441
"2008",28095875,1386048.05,48328070,"Sankt Peter am Ottersbach","62388",443
"2009",28098061,1386551.4,48328410,"Sankt Peter am Ottersbach","62388",443
"2010",28101956,1545521.9,48329279,"Sankt Peter am Ottersbach","62388",494
"2011",28033110,1535156.7,48329879,"Sankt Peter am Ottersbach","62388",498
"2012",28029657,1610589.85,48333059,"Sankt Peter am Ottersbach","62388",519
"2013",28029239,1610635.8,48332411,"Sankt Peter am Ottersbach","62388",526
"2014",28022565,1611226.65,48328159,"Sankt Peter am Ottersbach","62388",529
"2015",28021971,1611875.2,48328385,"Sankt Peter am Ottersbach","62388",534
"2016",28019450,1618211.45,48326861,"Sankt Peter am Ottersbach","62388",538
"2002",26336511,894018,42949159,"Sankt Stefan im Rosental","62389",220
"2003",26236003,998141.2,42952271,"Sankt Stefan im Rosental","62389",245
"2004",26099195,1181331.8,42954578,"Sankt Stefan im Rosental","62389",290
"2005",26109433,1187250.2,42966313,"Sankt Stefan im Rosental","62389",292
"2006",26095822,1204588.45,42957783,"Sankt Stefan im Rosental","62389",295
"2007",26107293,1212654.7,42968596,"Sankt Stefan im Rosental","62389",297
"2008",26123410,1229434.05,42973065,"Sankt Stefan im Rosental","62389",301
"2009",26130597,1233705.4,42975762,"Sankt Stefan im Rosental","62389",303
"2010",26146316,1253061.6,42993389,"Sankt Stefan im Rosental","62389",308
"2011",26178094,1285696.75,43037386,"Sankt Stefan im Rosental","62389",318
"2012",26147996,1379186.5,43007282,"Sankt Stefan im Rosental","62389",341
"2013",26148045,1381727.1,43010507,"Sankt Stefan im Rosental","62389",343
"2014",26139096,1388809.6,43013131,"Sankt Stefan im Rosental","62389",346
"2015",26037112,1398955.65,43023350,"Sankt Stefan im Rosental","62389",350
"2016",26032834,1396508.85,43018233,"Sankt Stefan im Rosental","62389",349
"2002",39898390,1645712.25,56273326,"Straden","62390",415
"2003",39881286,1800209.2,56284651,"Straden","62390",454
"2004",39830405,1868868.3,56292294,"Straden","62390",473
"2005",39830713,1876881.1,56296514,"Straden","62390",474
"2006",39833420,1881475.5,56297328,"Straden","62390",476
"2007",39817778,1883084.3,56296035,"Straden","62390",479
"2008",39817152,1886207.65,56295656,"Straden","62390",483
"2009",39817863,1891451.9,56297145,"Straden","62390",488
"2010",39665607,1950578.1,56298456,"Straden","62390",507
"2011",39635911,1973039.65,56307554,"Straden","62390",517
"2012",39634915,2213502.8,56315027,"Straden","62390",579
"2013",39638267,2220971.5,56313873,"Straden","62390",593
"2014",39639598,2231674.5,56317729,"Straden","62390",605
"2015",39649356,2246701.8,56324208,"Straden","62390",611
"2016",39647065,2258852.45,56324993,"Straden","62390",620
"2002",36170422,7944599.1,104910363,"Innsbruck","70101",70
"2003",36161483,7945032,104894507,"Innsbruck","70101",70
"2004",35991167,8000735.75,104893836,"Innsbruck","70101",71
"2005",32762168,8216639.45,104893668,"Innsbruck","70101",72
"2006",31070805,8261031.45,104902671,"Innsbruck","70101",71
"2007",31103749,8273269.25,104906150,"Innsbruck","70101",71
"2008",31177507,8502072.5,104907181,"Innsbruck","70101",73
"2009",30540177,8560041.45,104910083,"Innsbruck","70101",73
"2010",30595540,8774306.25,104910157,"Innsbruck","70101",74
"2011",30600082,8793939.45,104910824,"Innsbruck","70101",74
"2012",30765823,8926194.6,104911104,"Innsbruck","70101",74
"2013",30765343,8956032.8,104909370,"Innsbruck","70101",73
"2014",30771895,8963278.8,104911352,"Innsbruck","70101",72
"2015",30957869,9879213,104912773,"Innsbruck","70101",78
"2016",30973139,9908762.55,104906627,"Innsbruck","70101",76
"2002",7864775,609674.55,29370289,"Arzl im Pitztal","70201",220
"2003",7889125,612045.15,29370131,"Arzl im Pitztal","70201",218
"2004",7892766,614000.1,29370160,"Arzl im Pitztal","70201",215
"2005",7898143,669866.3,29369731,"Arzl im Pitztal","70201",229
"2006",7968470,668908.05,29369704,"Arzl im Pitztal","70201",229
"2007",7978644,673828.7,29369675,"Arzl im Pitztal","70201",230
"2008",7977249,674454.65,29369650,"Arzl im Pitztal","70201",227
"2009",7977402,675439.2,29369797,"Arzl im Pitztal","70201",230
"2010",8004678,674854.3,29369929,"Arzl im Pitztal","70201",229
"2011",8005916,675087.9,29369912,"Arzl im Pitztal","70201",227
"2012",7553214,643033.85,29370060,"Arzl im Pitztal","70201",215
"2013",7579252,644130.2,29370032,"Arzl im Pitztal","70201",216
"2014",7577587,644152.35,29369866,"Arzl im Pitztal","70201",213
"2015",7577802,643460.6,29369897,"Arzl im Pitztal","70201",212
"2016",7581299,644111.15,29369814,"Arzl im Pitztal","70201",212
"2002",8662100,1318970.35,40204162,"Haiming","70202",338
"2003",8751619,1329856.95,40204289,"Haiming","70202",339
"2004",8762857,1336764.25,40204952,"Haiming","70202",342
"2005",8781582,1344179.35,40205305,"Haiming","70202",341
"2006",8789971,1357332.2,40205287,"Haiming","70202",339
"2007",8804149,1365416.2,40205016,"Haiming","70202",330
"2008",8842394,1380482.75,40204978,"Haiming","70202",327
"2009",8857349,1384223.4,40205255,"Haiming","70202",328
"2010",8878432,1411760.1,40208161,"Haiming","70202",331
"2011",8886759,1418356.35,40208485,"Haiming","70202",326
"2012",9110590,1496718.75,40208527,"Haiming","70202",336
"2013",9125025,1509763.75,40208570,"Haiming","70202",340
"2014",9165494,1509170.3,40208581,"Haiming","70202",337
"2015",9167624,1511708.3,40208747,"Haiming","70202",334
"2016",9185632,1518856.25,40208584,"Haiming","70202",335
"2002",9084904,1534641.35,113402686,"Imst","70203",174
"2003",9113104,1554029,113402922,"Imst","70203",175
"2004",9114837,1556121.9,113402850,"Imst","70203",174
"2005",9121442,1558073.25,113403001,"Imst","70203",172
"2006",9189290,1585762.35,113403182,"Imst","70203",172
"2007",9183567,1587231.8,113402998,"Imst","70203",169
"2008",9184949,1591167.4,113403240,"Imst","70203",169
"2009",9191127,1598534.45,113402475,"Imst","70203",168
"2010",9195620,1605249.25,113402419,"Imst","70203",170
"2011",9196621,1618809.5,113388436,"Imst","70203",171
"2012",9215052,1925714.05,113388428,"Imst","70203",203
"2013",9220416,1927994.1,113388322,"Imst","70203",202
"2014",9221964,1928523.95,113387839,"Imst","70203",200
"2015",9222746,1948009.8,113387778,"Imst","70203",198
"2016",9243223,1895608.7,113386859,"Imst","70203",187
"2002",2991360,240149,10842171,"Imsterberg","70204",328
"2003",2991075,241183.95,10842280,"Imsterberg","70204",327
"2004",2992878,242030.3,10842149,"Imsterberg","70204",331
"2005",2994695,251065.85,10843269,"Imsterberg","70204",337
"2006",3021127,251204.05,10843329,"Imsterberg","70204",336
"2007",3007904,278762.45,10850556,"Imsterberg","70204",374
"2008",3007907,279752.15,10850559,"Imsterberg","70204",363
"2009",3007945,279341.7,10850597,"Imsterberg","70204",368
"2010",3010698,279685.65,10850597,"Imsterberg","70204",370
"2011",3011024,279930,10850597,"Imsterberg","70204",374
"2012",2968883,311847.2,10859898,"Imsterberg","70204",420
"2013",2957407,291808.8,10859885,"Imsterberg","70204",383
"2014",2958155,291862.85,10859898,"Imsterberg","70204",386
"2015",2958303,292348,10859898,"Imsterberg","70204",378
"2016",2967509,292501.55,10860371,"Imsterberg","70204",383
"2002",2715845,237314,30420115,"Jerzens","70205",260
"2003",2730097,245586.25,30420518,"Jerzens","70205",266
"2004",2730636,245717.45,30420668,"Jerzens","70205",263
"2005",2835205,287414.4,30423187,"Jerzens","70205",300
"2006",2836165,287836.35,30423325,"Jerzens","70205",287
"2007",2836180,287726.1,30423325,"Jerzens","70205",285
"2008",2986855,360450.05,30423388,"Jerzens","70205",367
"2009",2989737,360514.7,30423067,"Jerzens","70205",356
"2010",2990755,358996.75,30423080,"Jerzens","70205",350
"2011",2991358,359319.25,30423631,"Jerzens","70205",353
"2012",2792440,320787.25,30423636,"Jerzens","70205",315
"2013",2792697,321129.05,30423771,"Jerzens","70205",310
"2014",2794187,322186.65,30425518,"Jerzens","70205",312
"2015",2793974,322457.2,30425551,"Jerzens","70205",320
"2016",2794342,322462.3,30425643,"Jerzens","70205",321
"2002",1376122,121624,7515622,"Karres","70206",211
"2003",1376405,121881.85,7515905,"Karres","70206",208
"2004",1376454,121881.85,7515954,"Karres","70206",206
"2005",1386451,140733.3,7515992,"Karres","70206",239
"2006",1387216,141343.3,7516044,"Karres","70206",240
"2007",1388394,141378.25,7515722,"Karres","70206",239
"2008",1388258,141321.6,7515619,"Karres","70206",236
"2009",1388258,141321.6,7515619,"Karres","70206",234
"2010",1388177,141323.85,7515619,"Karres","70206",232
"2011",1388677,141598.85,7515619,"Karres","70206",234
"2012",1442832,140586.6,7515584,"Karres","70206",229
"2013",1442832,140573.05,7515584,"Karres","70206",232
"2014",1442816,140564.45,7515568,"Karres","70206",231
"2015",1442861,140569.05,7515487,"Karres","70206",235
"2016",1442916,140594.35,7515542,"Karres","70206",235
"2002",1232285,168944.1,7911206,"Karrösten","70207",243
"2003",1236343,171663.75,7910863,"Karrösten","70207",246
"2004",1236344,171938.15,7910841,"Karrösten","70207",247
"2005",1238533,192857.45,7910840,"Karrösten","70207",278
"2006",1238621,193151.95,7910923,"Karrösten","70207",278
"2007",1238833,192986,7910931,"Karrösten","70207",283
"2008",1241311,193317.1,7911055,"Karrösten","70207",284
"2009",1242787,193955.4,7905050,"Karrösten","70207",287
"2010",1243097,193966.6,7905075,"Karrösten","70207",287
"2011",1243506,193026.7,7905162,"Karrösten","70207",284
"2012",1243713,210022.75,7905219,"Karrösten","70207",308
"2013",1222216,188007.15,7905147,"Karrösten","70207",274
"2014",1222149,188078.2,7905080,"Karrösten","70207",272
"2015",1222149,187994.9,7905080,"Karrösten","70207",272
"2016",1223398,189179.8,7905022,"Karrösten","70207",279
"2002",9814919,761986.45,195837389,"Längenfeld","70208",186
"2003",9828628,765462.85,195838408,"Längenfeld","70208",185
"2004",9840472,784604.35,195838173,"Längenfeld","70208",188
"2005",9849466,790485.5,195838118,"Längenfeld","70208",187
"2006",9850057,818473.05,195838117,"Längenfeld","70208",189
"2007",10369209,1011172.3,195838117,"Längenfeld","70208",232
"2008",10373753,1027863.3,195838084,"Längenfeld","70208",236
"2009",10377787,1040757.05,195838190,"Längenfeld","70208",237
"2010",10380935,1043790.8,195838697,"Längenfeld","70208",240
"2011",10391430,1049002.4,195838731,"Längenfeld","70208",240
"2012",10388284,1135496.5,195839154,"Längenfeld","70208",263
"2013",10388388,1137721.2,195839254,"Längenfeld","70208",261
"2014",10388447,1138934.4,195839233,"Längenfeld","70208",259
"2015",10437110,1146963.85,195839275,"Längenfeld","70208",258
"2016",10444149,1154103.9,195839206,"Längenfeld","70208",258
"2002",8804449,382616.8,50389341,"Mieming","70209",132
"2003",8807048,385409.85,50389232,"Mieming","70209",130
"2004",8804914,415046.5,50389234,"Mieming","70209",138
"2005",8744564,567123.35,50398258,"Mieming","70209",187
"2006",8758572,565015.4,50398117,"Mieming","70209",182
"2007",8758785,564847.35,50398031,"Mieming","70209",177
"2008",8762531,565884.65,50398100,"Mieming","70209",174
"2009",8787788,598856.95,50398380,"Mieming","70209",180
"2010",8788903,602183.25,50398316,"Mieming","70209",179
"2011",8794141,605922.6,50398047,"Mieming","70209",177
"2012",8793014,645942,50397850,"Mieming","70209",188
"2013",9199225,873951.15,50398017,"Mieming","70209",251
"2014",9200749,875375.9,50398032,"Mieming","70209",252
"2015",9207053,876591.2,50398021,"Mieming","70209",251
"2016",9208971,878125.65,50398022,"Mieming","70209",249
"2002",907556,140961.25,3487493,"Mils bei Imst","70210",253
"2003",907556,141058,3487493,"Mils bei Imst","70210",265
"2004",907556,141139.45,3487493,"Mils bei Imst","70210",258
"2005",917104,160003.85,3487431,"Mils bei Imst","70210",291
"2006",917104,159775.35,3487431,"Mils bei Imst","70210",296
"2007",917104,161376.95,3487431,"Mils bei Imst","70210",299
"2008",913705,159147.4,3487222,"Mils bei Imst","70210",294
"2009",927729,160311.75,3487222,"Mils bei Imst","70210",288
"2010",927835,160345.75,3487222,"Mils bei Imst","70210",290
"2011",927836,160345.75,3487223,"Mils bei Imst","70210",290
"2012",927889,183020.75,3487222,"Mils bei Imst","70210",335
"2013",932504,159291.3,3487222,"Mils bei Imst","70210",298
"2014",932504,159214.35,3487222,"Mils bei Imst","70210",295
"2015",932504,159377.35,3487222,"Mils bei Imst","70210",289
"2016",933620,159359.55,3487222,"Mils bei Imst","70210",285
"2002",1384701,208626.7,5861617,"Mötz","70211",176
"2003",1385186,208395.65,5861621,"Mötz","70211",178
"2004",1386283,208559.25,5861621,"Mötz","70211",169
"2005",1387687,228321.8,5861483,"Mötz","70211",185
"2006",1387687,228715.2,5861483,"Mötz","70211",187
"2007",1385490,236058.65,5861485,"Mötz","70211",195
"2008",1385608,236969.7,5861483,"Mötz","70211",194
"2009",1385575,236378.8,5861450,"Mötz","70211",196
"2010",1385576,236303.7,5861451,"Mötz","70211",195
"2011",1385918,238090.05,5861451,"Mötz","70211",192
"2012",1405632,252195.8,5861452,"Mötz","70211",203
"2013",1391862,211509,5861451,"Mötz","70211",168
"2014",1391861,211234.75,5861450,"Mötz","70211",167
"2015",1391904,211217.15,5861451,"Mötz","70211",165
"2016",1391907,211277.35,5861453,"Mötz","70211",167
"2002",6195809,623823.3,72433793,"Nassereith","70212",306
"2003",6199990,626168.1,72433751,"Nassereith","70212",308
"2004",6204550,626373.7,72434015,"Nassereith","70212",308
"2005",6206183,636347,72434020,"Nassereith","70212",308
"2006",6220624,639514.45,72434757,"Nassereith","70212",308
"2007",6237122,644139.1,72434099,"Nassereith","70212",310
"2008",6237381,646818.35,72433480,"Nassereith","70212",312
"2009",6238344,648700.8,72433448,"Nassereith","70212",313
"2010",6238323,651420.25,72433453,"Nassereith","70212",315
"2011",6239272,657725.95,72433543,"Nassereith","70212",318
"2012",6376387,660196.45,72433299,"Nassereith","70212",319
"2013",6372880,662386.55,72433176,"Nassereith","70212",318
"2014",6373340,662620.7,72433242,"Nassereith","70212",324
"2015",6375440,662891.8,72433451,"Nassereith","70212",326
"2016",6378122,664570.95,72433923,"Nassereith","70212",330
"2002",4898437,411584.65,34662256,"Obsteig","70213",419
"2003",4901804,412429.8,34662626,"Obsteig","70213",408
"2004",4911261,419598.7,34662628,"Obsteig","70213",407
"2005",4912893,446225.4,34662226,"Obsteig","70213",410
"2006",4912893,446218.4,34662226,"Obsteig","70213",389
"2007",4920187,447229.1,34662223,"Obsteig","70213",392
"2008",4921727,448590.3,34662225,"Obsteig","70213",395
"2009",4921727,449704.8,34662225,"Obsteig","70213",385
"2010",4921727,449577.9,34662225,"Obsteig","70213",383
"2011",4921724,449330.7,34662222,"Obsteig","70213",387
"2012",4655208,396703.35,34658687,"Obsteig","70213",333
"2013",4654837,397581.3,34658803,"Obsteig","70213",330
"2014",4655019,397914.1,34658985,"Obsteig","70213",317
"2015",4663005,397959.95,34658997,"Obsteig","70213",317
"2016",4663041,398250.55,34658997,"Obsteig","70213",302
"2002",4170567,412169.8,29189004,"Oetz","70214",185
"2003",4171291,422632.85,29189074,"Oetz","70214",192
"2004",4171781,426188.85,29188951,"Oetz","70214",192
"2005",4175555,487749.95,29188803,"Oetz","70214",217
"2006",4176747,489803.5,29188582,"Oetz","70214",219
"2007",4594344,537231.85,29188412,"Oetz","70214",239
"2008",4600321,539666.85,29188335,"Oetz","70214",240
"2009",4621497,554498.15,29188395,"Oetz","70214",246
"2010",4621609,553919.45,29188982,"Oetz","70214",246
"2011",4569441,569042.8,29188953,"Oetz","70214",251
"2012",4265580,563538.9,29188496,"Oetz","70214",244
"2013",4265721,563898.45,29188513,"Oetz","70214",241
"2014",4251195,563604.65,29188717,"Oetz","70214",242
"2015",4251735,563498.1,29188804,"Oetz","70214",241
"2016",4254928,563734.4,29188491,"Oetz","70214",239
"2002",3959941,470028.45,19572997,"Rietz","70215",235
"2003",3959940,469544.85,19572996,"Rietz","70215",232
"2004",3959940,478472.95,19572996,"Rietz","70215",237
"2005",3959940,479226.35,19572996,"Rietz","70215",238
"2006",3958837,480237.1,19573336,"Rietz","70215",237
"2007",3958888,481466.45,19573337,"Rietz","70215",233
"2008",3958770,480614.65,19573337,"Rietz","70215",230
"2009",3958770,484308.2,19573337,"Rietz","70215",230
"2010",3958786,484258.5,19573337,"Rietz","70215",232
"2011",3958732,483984.1,19573327,"Rietz","70215",233
"2012",3959230,534748.35,19573327,"Rietz","70215",252
"2013",3962091,534764.8,19573324,"Rietz","70215",250
"2014",3987815,532504.05,19573322,"Rietz","70215",247
"2015",3987850,531886.1,19573707,"Rietz","70215",244
"2016",3987848,531981.75,19573705,"Rietz","70215",241
"2002",2955036,427319.95,30860228,"Roppen","70216",270
"2003",2973759,440489.4,30859570,"Roppen","70216",274
"2004",2981628,445281.6,30858701,"Roppen","70216",277
"2005",2985836,475858.9,30858704,"Roppen","70216",291
"2006",2999742,483170.9,30859641,"Roppen","70216",297
"2007",3006119,483462.7,30860207,"Roppen","70216",298
"2008",3016633,489381.95,30860428,"Roppen","70216",299
"2009",3034730,500293.5,30860169,"Roppen","70216",303
"2010",3036496,501836.25,30859922,"Roppen","70216",304
"2011",3042322,509326.15,30864953,"Roppen","70216",311
"2012",3059244,556384.5,30863621,"Roppen","70216",337
"2013",3379371,645514.25,30863628,"Roppen","70216",382
"2014",3423565,632701.45,30863223,"Roppen","70216",372
"2015",3423946,633407.45,30863713,"Roppen","70216",370
"2016",3430167,636451.55,30863609,"Roppen","70216",358
"2002",6582272,439804,223422710,"Sankt Leonhard im Pitztal","70217",291
"2003",6624157,466192.45,223424002,"Sankt Leonhard im Pitztal","70217",307
"2004",6629267,470909.85,223424135,"Sankt Leonhard im Pitztal","70217",311
"2005",6634398,472948.15,223424106,"Sankt Leonhard im Pitztal","70217",313
"2006",6639725,474996.65,223423975,"Sankt Leonhard im Pitztal","70217",315
"2007",6374212,572090.85,223423984,"Sankt Leonhard im Pitztal","70217",382
"2008",6374862,573141.8,223423984,"Sankt Leonhard im Pitztal","70217",376
"2009",6377470,575225.8,223531174,"Sankt Leonhard im Pitztal","70217",385
"2010",6370122,582408.15,223529068,"Sankt Leonhard im Pitztal","70217",389
"2011",6370890,582724.7,223528709,"Sankt Leonhard im Pitztal","70217",397
"2012",6369870,608491.6,223528709,"Sankt Leonhard im Pitztal","70217",415
"2013",6362773,611297.2,223528658,"Sankt Leonhard im Pitztal","70217",422
"2014",6699592,734146.25,223528661,"Sankt Leonhard im Pitztal","70217",517
"2015",6675020,734983.05,223528774,"Sankt Leonhard im Pitztal","70217",523
"2016",6675025,736200.45,223528774,"Sankt Leonhard im Pitztal","70217",528
"2002",2181532,171405.45,11612859,"Sautens","70218",132
"2003",2181565,171506.2,11612892,"Sautens","70218",131
"2004",2190107,176554.45,11613020,"Sautens","70218",133
"2005",2189981,180774.85,11612762,"Sautens","70218",138
"2006",2189911,180753.4,11612692,"Sautens","70218",136
"2007",2189734,180987.35,11612523,"Sautens","70218",133
"2008",2189572,181889.4,11612348,"Sautens","70218",132
"2009",2190782,181667.1,11612109,"Sautens","70218",131
"2010",2192616,183221.25,11612129,"Sautens","70218",131
"2011",2192394,200089.9,11612564,"Sautens","70218",142
"2012",2234998,240158.35,11612295,"Sautens","70218",169
"2013",2235232,243641.25,11612223,"Sautens","70218",171
"2014",2236771,243251.75,11612085,"Sautens","70218",164
"2015",2236778,244593.35,11612049,"Sautens","70218",160
"2016",2237911,244483.6,11611999,"Sautens","70218",153
"2002",6081685,787090.35,65673671,"Silz","70219",329
"2003",6239559,881254.8,65671453,"Silz","70219",359
"2004",6239313,881518.2,65671454,"Silz","70219",357
"2005",6245844,895711.9,65671454,"Silz","70219",364
"2006",6246126,895801.8,65671464,"Silz","70219",368
"2007",6246190,903334.8,65671444,"Silz","70219",368
"2008",6249246,902289.1,65671455,"Silz","70219",364
"2009",6250638,902887.05,65671513,"Silz","70219",364
