"jahr","Dauersiedelungsraum","Versiegelt","Fläche","gemeinde","gkz","Versiegelt_percapita"
"2004",2803237,341056.85,4910213,"Windischgarsten","40923",145
"2005",2803491,344630.4,4910301,"Windischgarsten","40923",141
"2006",2802039,344631.85,4910028,"Windischgarsten","40923",141
"2007",2802165,344588.65,4910154,"Windischgarsten","40923",140
"2008",2802215,346198.45,4910154,"Windischgarsten","40923",142
"2009",2802476,346065,4910415,"Windischgarsten","40923",142
"2010",2802585,347268.3,4910524,"Windischgarsten","40923",143
"2011",2802281,350843.05,4910828,"Windischgarsten","40923",144
"2012",2809073,429521.75,4911002,"Windischgarsten","40923",178
"2013",2810151,440660.35,4911125,"Windischgarsten","40923",185
"2014",2810864,440484.1,4911949,"Windischgarsten","40923",183
"2015",2810719,443634.45,4911949,"Windischgarsten","40923",185
"2016",2810719,444213.35,4911949,"Windischgarsten","40923",185
"2002",11370091,502361.8,14243325,"Allhaming","41001",490
"2003",11341490,502486.95,14243329,"Allhaming","41001",489
"2004",11341491,502500.7,14243329,"Allhaming","41001",489
"2005",11342354,502556.8,14243329,"Allhaming","41001",493
"2006",11342418,502556.8,14243329,"Allhaming","41001",493
"2007",11342418,502759.45,14243329,"Allhaming","41001",498
"2008",11357144,527115.55,14243332,"Allhaming","41001",531
"2009",11355752,529311,14243332,"Allhaming","41001",543
"2010",11373217,585477.55,14243380,"Allhaming","41001",585
"2011",11374071,598101.9,14243380,"Allhaming","41001",570
"2012",11369300,636259.45,14243380,"Allhaming","41001",595
"2013",11369302,636467,14243380,"Allhaming","41001",584
"2014",11410890,663867.6,14243446,"Allhaming","41001",608
"2015",11412229,664943.1,14243446,"Allhaming","41001",585
"2016",11412229,664974.3,14243446,"Allhaming","41001",579
"2002",26299951,2490219.6,31414567,"Ansfelden","41002",167
"2003",26316949,2538066.5,31414559,"Ansfelden","41002",168
"2004",26332207,2540508,31352649,"Ansfelden","41002",167
"2005",26348909,2554254.6,31352245,"Ansfelden","41002",167
"2006",26345723,2554467.4,31352270,"Ansfelden","41002",165
"2007",26343096,2563072.5,31352583,"Ansfelden","41002",163
"2008",26323295,2744504.8,31352605,"Ansfelden","41002",175
"2009",26326267,2746069.05,31352677,"Ansfelden","41002",175
"2010",26274346,2734337.45,31353184,"Ansfelden","41002",174
"2011",26275516,2742249.2,31353098,"Ansfelden","41002",175
"2012",26141885,3072840.65,31353085,"Ansfelden","41002",197
"2013",26095202,3079347.25,31353082,"Ansfelden","41002",196
"2014",26165867,3294641.35,31353078,"Ansfelden","41002",210
"2015",26171373,3434706.7,31353096,"Ansfelden","41002",217
"2016",26171444,3437914.65,31352857,"Ansfelden","41002",214
"2002",6989473,876121.25,8486081,"Asten","41003",144
"2003",7000835,895311.9,8485069,"Asten","41003",145
"2004",7017467,1005873.75,8485280,"Asten","41003",161
"2005",7017911,1110183.4,8485219,"Asten","41003",179
"2006",7018018,1124233.65,8485219,"Asten","41003",179
"2007",7017432,1124566,8484633,"Asten","41003",179
"2008",7017611,1312899.35,8484807,"Asten","41003",209
"2009",7022905,1346153,8483744,"Asten","41003",216
"2010",7023184,1345879.85,8484106,"Asten","41003",217
"2011",7023310,1400539.35,8484219,"Asten","41003",225
"2012",7087502,1391062.8,8484156,"Asten","41003",224
"2013",7087502,1391604.35,8484156,"Asten","41003",223
"2014",7082073,1390111.25,8484157,"Asten","41003",223
"2015",7079493,1390218.8,8484292,"Asten","41003",219
"2016",7079371,1390380.05,8484267,"Asten","41003",218
"2002",7457717,287228.75,9252808,"Eggendorf im Traunkreis","41004",418
"2003",7457895,287024.4,9252896,"Eggendorf im Traunkreis","41004",415
"2004",7452052,293062.7,9275897,"Eggendorf im Traunkreis","41004",404
"2005",7451931,292537.45,9275942,"Eggendorf im Traunkreis","41004",400
"2006",7342030,346404.9,9276801,"Eggendorf im Traunkreis","41004",479
"2007",7342019,346704.25,9276970,"Eggendorf im Traunkreis","41004",474
"2008",7342877,347235.85,9283355,"Eggendorf im Traunkreis","41004",471
"2009",7344759,347508.7,9284827,"Eggendorf im Traunkreis","41004",463
"2010",7341477,342400,9283525,"Eggendorf im Traunkreis","41004",459
"2011",7346176,353015.15,9287565,"Eggendorf im Traunkreis","41004",474
"2012",7346003,377032.45,9287829,"Eggendorf im Traunkreis","41004",488
"2013",7346204,379032.8,9288030,"Eggendorf im Traunkreis","41004",474
"2014",7376539,385258.3,9288030,"Eggendorf im Traunkreis","41004",460
"2015",7376920,385326.45,9288856,"Eggendorf im Traunkreis","41004",446
"2016",7377112,385431.25,9289048,"Eggendorf im Traunkreis","41004",429
"2002",27584612,2817182.6,33294442,"Enns","41005",263
"2003",27776213,3198789,33290889,"Enns","41005",298
"2004",27781775,3244276.05,33292096,"Enns","41005",301
"2005",27784458,3277164.7,33291845,"Enns","41005",301
"2006",27774591,3298772.15,33289478,"Enns","41005",303
"2007",27775346,3335606.6,33289358,"Enns","41005",300
"2008",27810024,3409327.25,33289461,"Enns","41005",304
"2009",27801748,3562457.8,33296776,"Enns","41005",316
"2010",27787399,3598339.05,33299774,"Enns","41005",319
"2011",27788058,3602711.3,33299456,"Enns","41005",320
"2012",27557230,3622358.4,33297816,"Enns","41005",319
"2013",27578523,3655516.95,33298780,"Enns","41005",320
"2014",27521666,3703919.95,33293305,"Enns","41005",321
"2015",27483588,3710268.85,33298853,"Enns","41005",319
"2016",27463180,3736402.35,33294438,"Enns","41005",318
"2002",16329411,406643.35,17889107,"Hargelsberg","41006",373
"2003",16329449,406763.65,17889107,"Hargelsberg","41006",370
"2004",16329450,406830.35,17889107,"Hargelsberg","41006",363
"2005",16329317,407528.3,17889107,"Hargelsberg","41006",363
"2006",16327052,408821.3,17889107,"Hargelsberg","41006",362
"2007",16330531,408914.55,17889107,"Hargelsberg","41006",357
"2008",16330844,424308,17889106,"Hargelsberg","41006",362
"2009",16333656,425637.9,17889106,"Hargelsberg","41006",362
"2010",16333719,427825.45,17889106,"Hargelsberg","41006",358
"2011",16333719,427893.1,17889106,"Hargelsberg","41006",348
"2012",16334524,450134.8,17889106,"Hargelsberg","41006",365
"2013",16336293,511221.05,17889106,"Hargelsberg","41006",389
"2014",16368392,655656.05,17889105,"Hargelsberg","41006",507
"2015",16365552,657413.25,17889105,"Hargelsberg","41006",495
"2016",16308589,714953.3,17889138,"Hargelsberg","41006",533
"2002",17442564,1319146.6,19822570,"Hörsching","41007",248
"2003",17444424,1321064.25,19999835,"Hörsching","41007",246
"2004",17450812,1329671.2,20000216,"Hörsching","41007",247
"2005",17271384,3293471.35,20001424,"Hörsching","41007",612
"2006",17266925,3303678.45,20001420,"Hörsching","41007",612
"2007",17266393,3302072.8,20000812,"Hörsching","41007",603
"2008",17264311,3322135.1,20000692,"Hörsching","41007",593
"2009",17281785,3581508.75,20002534,"Hörsching","41007",623
"2010",17281472,3583591.85,20002219,"Hörsching","41007",620
"2011",17284226,3590831.65,20002150,"Hörsching","41007",620
"2012",17257670,3571332.7,20002756,"Hörsching","41007",616
"2013",17256104,3577979.25,20002575,"Hörsching","41007",612
"2014",17343280,3811781.15,20002426,"Hörsching","41007",647
"2015",17343152,3814757.45,20002320,"Hörsching","41007",650
"2016",17342992,3820341.1,20002288,"Hörsching","41007",633
"2002",12130769,371415.55,13927006,"Hofkirchen im Traunkreis","41008",265
"2003",12130988,379338.5,13926852,"Hofkirchen im Traunkreis","41008",267
"2004",12034542,410693.55,13926842,"Hofkirchen im Traunkreis","41008",287
"2005",12021878,410391.45,13926754,"Hofkirchen im Traunkreis","41008",282
"2006",12022914,416503.85,13927173,"Hofkirchen im Traunkreis","41008",281
"2007",12022513,420962.55,13926772,"Hofkirchen im Traunkreis","41008",270
"2008",12014992,423866.5,13921168,"Hofkirchen im Traunkreis","41008",262
"2009",12015171,424497.85,13920891,"Hofkirchen im Traunkreis","41008",257
"2010",12015276,424938.35,13920996,"Hofkirchen im Traunkreis","41008",249
"2011",12010416,434482.75,13916367,"Hofkirchen im Traunkreis","41008",254
"2012",12029436,454632,13916545,"Hofkirchen im Traunkreis","41008",260
"2013",12030273,529994.2,13914441,"Hofkirchen im Traunkreis","41008",301
"2014",12031242,529924.6,13914509,"Hofkirchen im Traunkreis","41008",294
"2015",12031283,530358.6,13914550,"Hofkirchen im Traunkreis","41008",294
"2016",12031073,530371,13914594,"Hofkirchen im Traunkreis","41008",286
"2002",17802774,434385.65,21403291,"Kematen an der Krems","41009",198
"2003",17808217,451732.7,21402809,"Kematen an der Krems","41009",209
"2004",17808367,455091.1,21402800,"Kematen an der Krems","41009",208
"2005",17790839,591324.65,21468510,"Kematen an der Krems","41009",267
"2006",17803266,631926.65,21467190,"Kematen an der Krems","41009",280
"2007",17803548,635234.15,21467314,"Kematen an der Krems","41009",278
"2008",17806733,638168.05,21467314,"Kematen an der Krems","41009",274
"2009",10999913,502330.25,13646819,"Kematen an der Krems","41009",210
"2010",17713931,765411.8,21540920,"Kematen an der Krems","41009",313
"2011",17714201,765970.85,21540920,"Kematen an der Krems","41009",309
"2012",17712057,794537.9,21541067,"Kematen an der Krems","41009",314
"2013",17692344,925645.95,21541067,"Kematen an der Krems","41009",368
"2014",17688132,955676.95,21541069,"Kematen an der Krems","41009",367
"2015",17688103,957023.15,21541040,"Kematen an der Krems","41009",364
"2016",17688330,957673.05,21541047,"Kematen an der Krems","41009",358
"2002",14153433,443520.65,15899701,"Kirchberg-Thening","41010",211
"2003",14152175,445743.35,15899692,"Kirchberg-Thening","41010",207
"2004",14152150,446240.75,15899667,"Kirchberg-Thening","41010",206
"2005",14153857,446476.85,15900780,"Kirchberg-Thening","41010",205
"2006",14153947,448813.15,15900780,"Kirchberg-Thening","41010",203
"2007",14154770,448896.5,15900811,"Kirchberg-Thening","41010",200
"2008",14135915,475813.95,15900865,"Kirchberg-Thening","41010",204
"2009",14126353,494112.35,15902015,"Kirchberg-Thening","41010",212
"2010",14132954,490367.7,15901873,"Kirchberg-Thening","41010",211
"2011",14128887,491920.1,15900064,"Kirchberg-Thening","41010",214
"2012",14139366,543894.15,15900683,"Kirchberg-Thening","41010",237
"2013",14139644,548067.95,15901017,"Kirchberg-Thening","41010",240
"2014",14146359,616170.9,15900877,"Kirchberg-Thening","41010",272
"2015",14147332,616477.1,15901035,"Kirchberg-Thening","41010",267
"2016",14147254,618289.95,15900957,"Kirchberg-Thening","41010",263
"2002",16925262,587592.45,21338686,"Kronstorf","41011",194
"2003",16925736,588330.4,21338769,"Kronstorf","41011",193
"2004",16924232,588830.9,21335081,"Kronstorf","41011",191
"2005",16924391,589099.6,21335136,"Kronstorf","41011",189
"2006",16926488,590958.35,21334998,"Kronstorf","41011",188
"2007",16926958,591538.45,21335274,"Kronstorf","41011",189
"2008",16930248,607899.5,21335840,"Kronstorf","41011",195
"2009",16929868,608524.45,21336040,"Kronstorf","41011",193
"2010",16930042,609683.15,21336214,"Kronstorf","41011",195
"2011",16933900,617911.55,21336160,"Kronstorf","41011",198
"2012",16859544,601739.15,21337675,"Kronstorf","41011",191
"2013",16857367,705641.2,21337441,"Kronstorf","41011",221
"2014",16861571,732905.3,21339161,"Kronstorf","41011",229
"2015",16856017,735369.65,21339161,"Kronstorf","41011",230
"2016",16849732,935671.65,21335663,"Kronstorf","41011",290
"2002",21667053,2286072.1,24037510,"Leonding","41012",102
"2003",21671203,2372885.6,24042228,"Leonding","41012",106
"2004",21679106,2398670.6,24042716,"Leonding","41012",105
"2005",21671849,2417164.35,24042510,"Leonding","41012",106
"2006",21649863,2449880.55,24042131,"Leonding","41012",105
"2007",21659722,2484279.5,24044014,"Leonding","41012",105
"2008",21659587,2506371.55,24044004,"Leonding","41012",104
"2009",21645336,3162296.5,24043996,"Leonding","41012",130
"2010",21635497,3176576.8,24044005,"Leonding","41012",127
"2011",21639789,3183267.25,24044002,"Leonding","41012",126
"2012",21644485,3290659.65,24044022,"Leonding","41012",128
"2013",21644491,3328638.65,24044029,"Leonding","41012",128
"2014",21656450,3504417.15,24044027,"Leonding","41012",133
"2015",21657253,3512109.2,24044038,"Leonding","41012",130
"2016",21673537,3537047.5,24044045,"Leonding","41012",129
"2002",37258207,1294674.8,44170855,"Sankt Florian","41013",232
"2003",37256887,1292659.25,44170491,"Sankt Florian","41013",232
"2004",37262652,1300304.45,44170286,"Sankt Florian","41013",236
"2005",37261039,1301334.9,44168013,"Sankt Florian","41013",236
"2006",37262033,1302226.7,44168593,"Sankt Florian","41013",235
"2007",37262186,1303933.2,44168739,"Sankt Florian","41013",231
"2008",37266150,1480700.05,44168380,"Sankt Florian","41013",259
"2009",37172059,1563629.85,44167319,"Sankt Florian","41013",271
"2010",37634835,1805652.25,44936791,"Sankt Florian","41013",309
"2011",36941148,1843423.6,44172414,"Sankt Florian","41013",312
"2012",36920510,1954788.95,44172322,"Sankt Florian","41013",327
"2013",36934015,2046925.6,44172129,"Sankt Florian","41013",340
"2014",36936193,2062200.5,44172385,"Sankt Florian","41013",342
"2015",36935408,2070605.3,44174673,"Sankt Florian","41013",344
"2016",36953920,2053372.5,44174908,"Sankt Florian","41013",338
"2002",16116816,862348.9,18008655,"Neuhofen an der Krems","41014",158
"2003",16107159,862291.05,18008427,"Neuhofen an der Krems","41014",158
"2004",16108699,865406.75,18010027,"Neuhofen an der Krems","41014",158
"2005",16108952,865009.75,18010029,"Neuhofen an der Krems","41014",157
"2006",16109877,863193.05,18011571,"Neuhofen an der Krems","41014",156
"2007",16109461,869458.8,18014932,"Neuhofen an der Krems","41014",158
"2008",16103589,869106.8,18015120,"Neuhofen an der Krems","41014",155
"2009",16102945,873287.9,18014283,"Neuhofen an der Krems","41014",155
"2010",16114770,908991.8,18014662,"Neuhofen an der Krems","41014",162
"2011",16113873,910056.7,18015195,"Neuhofen an der Krems","41014",161
"2012",16090147,1022609.55,18015537,"Neuhofen an der Krems","41014",182
"2013",16098376,1058695.4,18015158,"Neuhofen an der Krems","41014",186
"2014",16086511,1141409.9,18014494,"Neuhofen an der Krems","41014",197
"2015",16081864,1142259.25,18014436,"Neuhofen an der Krems","41014",192
"2016",16081126,1142787,18013706,"Neuhofen an der Krems","41014",189
"2002",18650167,476119.8,20832960,"Niederneukirchen","41015",269
"2003",18600591,523754.55,20833726,"Niederneukirchen","41015",294
"2004",18601922,524319.15,20833426,"Niederneukirchen","41015",288
"2005",18596863,525111.3,20833643,"Niederneukirchen","41015",278
"2006",18596442,525513.35,20833643,"Niederneukirchen","41015",278
"2007",18595954,525244.7,20833219,"Niederneukirchen","41015",278
"2008",18594843,538580.5,20832863,"Niederneukirchen","41015",283
"2009",18595254,539491.3,20833027,"Niederneukirchen","41015",287
"2010",18602843,540855,20833533,"Niederneukirchen","41015",285
"2011",18602396,539367.35,20833014,"Niederneukirchen","41015",280
"2012",18601447,569243.1,20831354,"Niederneukirchen","41015",297
"2013",18602672,617434.05,20831115,"Niederneukirchen","41015",319
"2014",18602927,632163.6,20831361,"Niederneukirchen","41015",324
"2015",18579385,634566,20831481,"Niederneukirchen","41015",321
"2016",18579388,634237.2,20831482,"Niederneukirchen","41015",314
"2002",12429011,427005.7,13503610,"Oftering","41016",235
"2003",12429019,427377.75,13503618,"Oftering","41016",237
"2004",12429019,427671.55,13503618,"Oftering","41016",235
"2005",12429222,427778.3,13503467,"Oftering","41016",230
"2006",12429228,427783.5,13503473,"Oftering","41016",232
"2007",12427269,431510.7,13503453,"Oftering","41016",228
"2008",12427112,432293.15,13503399,"Oftering","41016",229
"2009",12427757,461299.3,13503401,"Oftering","41016",242
"2010",12425765,464216.3,13503285,"Oftering","41016",240
"2011",12426016,468440.1,13502898,"Oftering","41016",240
"2012",12425542,497072.5,13502486,"Oftering","41016",256
"2013",12444381,497408.3,13521325,"Oftering","41016",254
"2014",12456236,541298.95,13521301,"Oftering","41016",276
"2015",12456275,541283.95,13521331,"Oftering","41016",270
"2016",12456275,541145.15,13521344,"Oftering","41016",261
"2002",11746152,1063678.15,12475826,"Pasching","41017",173
"2003",11755786,1086928.7,12476203,"Pasching","41017",174
"2004",11752556,1106263.3,12476360,"Pasching","41017",175
"2005",11751551,1106824.15,12475366,"Pasching","41017",172
"2006",11750184,1121789.2,12474701,"Pasching","41017",173
"2007",11753934,1121365.85,12474694,"Pasching","41017",171
"2008",11774582,1121923.25,12474660,"Pasching","41017",172
"2009",11800327,1283612.1,12475969,"Pasching","41017",195
"2010",11799492,1313685.75,12475892,"Pasching","41017",200
"2011",11808286,1315132.55,12475806,"Pasching","41017",200
"2012",11810463,1395403.75,12477358,"Pasching","41017",212
"2013",11807727,1394292.05,12474787,"Pasching","41017",210
"2014",11817238,1491928.55,12474918,"Pasching","41017",215
"2015",11814402,1499639.05,12475303,"Pasching","41017",215
"2016",11814231,1501113.35,12475156,"Pasching","41017",206
"2002",15412170,412628.3,17355103,"Piberbach","41018",244
"2003",15412043,414138.6,17354973,"Piberbach","41018",243
"2004",15408899,413573.2,17352157,"Piberbach","41018",240
"2005",15408546,413974.45,17351461,"Piberbach","41018",236
"2006",15408876,414927.6,17351645,"Piberbach","41018",234
"2007",15403665,415764.2,17351572,"Piberbach","41018",230
"2008",15403949,412792.8,17351903,"Piberbach","41018",225
"2009",15389438,434294.05,17352614,"Piberbach","41018",239
"2010",15390756,433314.65,17352846,"Piberbach","41018",236
"2011",15390999,434234.5,17352882,"Piberbach","41018",235
"2012",15389601,470136.6,17352491,"Piberbach","41018",255
"2013",15390695,470857.55,17352491,"Piberbach","41018",255
"2014",15384467,532603.5,17348827,"Piberbach","41018",284
"2015",15383786,532799.45,17348315,"Piberbach","41018",283
"2016",15383113,534940.2,17346657,"Piberbach","41018",286
